-319.583,59.3162,4703.69
0.0551347,-0.183179,-0.981532
-823.526,-37.4344,4693.43
-402.997,-439.339,4792.06
184.361,156.067,4713.94
-236.169,557.971,4615.31
4436.36,288.55,-345.597
-0.96111,-0.0383665,0.273489
4427.72,-211.362,-446.078
4573.23,379.355,148.134
4443.33,770.701,-253.462
4301.16,215.504,-830.982
86.9132,89.6065,0
85.9442,90.5754,0
575.591,588.544,0
813.625,850.415,0
4.45914,0,0
0.00102619,0,0
1,0,0
-108.474,62.3153,4574.54
-0.0808525,-0.199718,-0.976512
-609.737,-29.9621,4634.91
-182.434,-434.04,4682.18
392.789,154.593,4514.16
-34.513,558.671,4466.9
4335.03,71.814,-347.445
-0.959499,0.10864,0.259922
4258.97,-416.342,-424.198
4477.27,158.85,141.249
4414.2,555.848,-257.511
4189.69,-11.0997,-849.321
91.3195,85.7325,0
87.0129,92.5999,0
566.211,591.398,0
835.603,849.75,0
4.34953,0,0
0.00100365,0,0
2,0,0
-456.083,46.4973,5067.25
0.229286,-0.143591,-0.96271
40.3726,120.4,5174.47
-340.09,544.29,5020.63
-952.538,-27.4054,4960.04
-572.076,-451.295,5113.87
4725.66,415.829,-339.013
-0.960219,-0.242514,0.138441
4837.38,-72.549,-419.678
4766.89,533.259,152.643
4614.4,898.406,-265.386
4683.99,304.199,-823.631
90.8675,88.8963,0
90.7029,89.0609,0
573.276,575.616,0
818.268,836.376,0
4.75602,0,0
0.00111575,0,0
3,0,0
-249.537,46.1077,5018.11
-0.0184051,-0.0643071,-0.99776
-757.069,-28.9577,5032.31
-350.419,-455.965,5052.33
257.994,121.173,5003.91
-148.655,548.18,4983.89
4719.76,217.684,-340.221
-0.991455,0.0341626,0.125895
4693.09,-289.77,-412.528
4786.49,328.159,155.319
4746.15,704.593,-264.537
4653.31,127.756,-839.138
91.1489,90.9326,0
93.4468,88.6347,0
565.34,598.253,0
819.468,844.399,0
4.73701,0,0
0.00109443,0,0
4,0,0
-55.2986,48.4734,4857.69
-0.164279,-0.0830085,-0.982915
-555.916,-20.7664,4947.21
-154.138,-451.729,4916.45
445.318,117.713,4768.17
43.541,548.676,4798.93
4589.42,16.1459,-338.246
-0.974656,0.174429,0.140075
4492.85,-472.376,-401.859
4679.88,126.561,153.675
4685.88,503.519,-273.953
4499.07,-93.1197,-830.849
91.2791,91.3699,0
91.4544,91.1946,0
570.087,572.631,0
837.263,838.047,0
4.6019,0,0
0.00107278,0,0
5,0,0
171.27,43.5081,5036.14
-0.205237,-0.0731758,-0.975973
-325.562,-24.1738,5145.69
72.3835,-456.739,5094.44
668.103,111.19,4926.59
270.157,543.755,4977.84
4734.56,-205.899,-330.089
-0.960226,0.254228,0.115475
4596.1,-698.774,-396.283
4820.52,-104.218,160.847
4866.28,263.795,-268.812
4655.33,-284.397,-816.109
91.2305,88.8104,0
92.9883,87.0526,0
567.569,592.848,0
802.839,845.134,0
4.75051,0,0
0.0011105,0,0
6,0,0
504.249,42.1985,5103.9
-0.215274,-0.0375932,-0.97583
7.79688,-24.1281,5215.97
400.66,-458.718,5146.05
1000.7,108.525,4991.82
607.838,543.115,5061.75
4753.33,-542.281,-329.897
-0.965541,0.218519,0.141349
4634.21,-1031.19,-387.731
4850.89,-433.243,167.988
4869.24,-68.0532,-271.265
4658.97,-636.633,-828.581
92.5837,91.8977,0
94.0581,90.4234,0
571.527,592.149,0
823.467,844.583,0
4.79552,0,0
0.00112185,0,0
7,0,0
592.666,45.482,4860.41
-0.34218,-0.0524342,-0.93817
116.056,-23.0912,5038.07
500.242,-455.591,4922.12
1069.28,114.055,4682.74
685.09,546.555,4798.69
4547.52,-635.177,-327.102
-0.936057,0.336103,0.104077
4371.81,-1105.02,-390.09
4640.21,-531.35,171.277
4719.91,-173.917,-266.207
4458.14,-730.424,-823.389
92.273,88.7645,0
87.0967,90.6052,0
570.528,579.241,0
829.865,846.325,0
4.6033,0,0
0.0010974,0,0
8,0,0
518.916,51.5176,4637.42
-0.355778,-0.0657417,-0.932255
45.4072,-17.5829,4822.99
430.339,-449.283,4706.54
992.425,120.618,4451.84
607.494,552.318,4568.3
4352.59,-553.128,-326.307
-0.921679,0.361259,0.141418
4156.95,-1026.62,-391.821
4463.72,-462.665,166.879
4537.05,-104.881,-269.202
4252.65,-618.348,-811.084
92.2934,91.168,0
85.9946,87.12,0
568.816,592.976,0
798.855,851.054,0
4.39971,0,0
0.00105098,0,0
9,0,0
335.828,48.1975,4703.21
-0.241455,-0.0641569,-0.968289
-156.694,-19.8797,4830.53
238.418,-452.436,4760.67
828.351,116.275,4575.88
433.239,548.832,4645.74
4425.12,-372.658,-328.051
-0.95213,0.274151,0.135236
4278.2,-852.681,-389.342
4521.31,-279.932,161.24
4569.49,100.006,-269.831
4331.48,-458.026,-814.271
90.9591,89.8114,0
91.3666,89.4039,0
576.624,582.372,0
815.146,830.836,0
4.45288,0,0
0.00103913,0,0
10,0,0
